,,Ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Maps Place Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,26,11,18,13,11,6,8,8,2,2,3,2,3,2,2,2,2,3,3,3,3,3,Loading...,q=Google Maps Place Results API&engine=google&location=United States&num=100
Google Maps Place Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,27,10,19,13,11,11,9,6,2,2,3,4,3,2,2,2,2,3,3,3,3,3,Loading...,q=Google Maps Place Results API&engine=google&location=Canada&num=100
Google Maps Place Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,16,27,11,20,14,11,11,10,7,2,2,2,2,3,2,2,2,2,3,3,3,3,3,Loading...,q=Google Maps Place Results API&engine=google&location=France&num=100
Google Maps Place Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,27,11,20,12,11,11,7,7,2,2,2,4,3,2,2,2,2,2,3,3,3,3,Loading...,q=Google Maps Place Results API&engine=google&location=United Kingdom&num=100
Google Maps Place Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15,27,11,20,13,11,11,8,7,2,2,7,4,3,2,2,2,2,2,3,3,3,3,Loading...,q=Google Maps Place Results API&engine=google&location=Germany&num=100
Google Related Questions API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Related Questions API&engine=google&location=United States&num=100
Google Related Questions API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,q=Google Related Questions API&engine=google&location=Canada&num=100
Google Related Questions API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Related Questions API&engine=google&location=France&num=100
Google Related Questions API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Related Questions API&engine=google&location=United Kingdom&num=100
Google Related Questions API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,Loading...,q=Google Related Questions API&engine=google&location=Germany&num=100
Google Related Searches API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,3,3,2,5,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,Loading...,q=Google Related Searches API&engine=google&location=United States&num=100
Google Related Searches API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,3,3,2,3,2,3,2,1,1,1,1,1,1,1,2,2,1,1,1,Loading...,q=Google Related Searches API&engine=google&location=Canada&num=100
Google Related Searches API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,3,3,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,Loading...,q=Google Related Searches API&engine=google&location=France&num=100
Google Related Searches API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,3,3,5,2,2,3,2,1,1,1,1,1,1,1,2,2,1,1,1,Loading...,q=Google Related Searches API&engine=google&location=United Kingdom&num=100
Google Related Searches API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,3,3,3,5,2,2,3,2,1,1,1,1,1,1,1,2,2,1,1,1,Loading...,q=Google Related Searches API&engine=google&location=Germany&num=100
Google Reverse Image API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,Loading...,q=Google Reverse Image API&engine=google&location=United States&num=100
Google Reverse Image API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,Loading...,q=Google Reverse Image API&engine=google&location=Canada&num=100
Google Reverse Image API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,Loading...,q=Google Reverse Image API&engine=google&location=France&num=100
Google Reverse Image API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,Loading...,q=Google Reverse Image API&engine=google&location=United Kingdom&num=100
Google Reverse Image API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,q=Google Reverse Image API&engine=google&location=Germany&num=100
Google Inline Images API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,Loading...,q=Google Inline Images API&engine=google&location=United States&num=100
Google Inline Images API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,3,3,3,3,4,2,2,2,2,2,2,2,1,1,2,2,2,2,2,Loading...,q=Google Inline Images API&engine=google&location=Canada&num=100
Google Inline Images API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,q=Google Inline Images API&engine=google&location=France&num=100
Google Inline Images API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,Loading...,q=Google Inline Images API&engine=google&location=United Kingdom&num=100
Google Inline Images API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,Loading...,q=Google Inline Images API&engine=google&location=Germany&num=100
Google Inline Shopping API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,7,8,3,5,4,3,4,4,3,2,4,2,2,2,2,2,2,3,3,3,2,2,Loading...,q=Google Inline Shopping API&engine=google&location=United States&num=100
Google Inline Shopping API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,7,8,3,3,4,3,4,6,3,2,4,2,2,2,2,2,2,2,3,3,2,2,Loading...,q=Google Inline Shopping API&engine=google&location=Canada&num=100
Google Inline Shopping API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,7,8,3,3,4,3,5,6,3,2,3,2,2,2,2,2,2,2,3,3,2,2,Loading...,q=Google Inline Shopping API&engine=google&location=France&num=100
Google Inline Shopping API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,7,8,3,3,4,3,5,4,3,2,4,2,2,2,2,2,2,3,3,3,2,2,Loading...,q=Google Inline Shopping API&engine=google&location=United Kingdom&num=100
Google Inline Shopping API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14,7,8,3,3,4,3,4,4,3,2,2,2,2,2,2,2,2,2,3,3,2,2,Loading...,q=Google Inline Shopping API&engine=google&location=Germany&num=100
Google Jobs Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,q=Google Jobs Results API&engine=google&location=United States&num=100
Google Jobs Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Jobs Results API&engine=google&location=Canada&num=100
Google Jobs Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Loading...,q=Google Jobs Results API&engine=google&location=France&num=100
Google Jobs Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Loading...,q=Google Jobs Results API&engine=google&location=United Kingdom&num=100
Google Jobs Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Loading...,q=Google Jobs Results API&engine=google&location=Germany&num=100
Google Knowledge Graph API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,19,5,5,17,8,6,6,8,7,7,4,5,5,3,3,3,3,3,5,7,5,7,7,Loading...,q=Google Knowledge Graph API&engine=google&location=United States&num=100
Google Knowledge Graph API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20,5,5,18,8,6,6,14,7,7,4,5,8,3,3,4,3,3,5,7,5,7,7,Loading...,q=Google Knowledge Graph API&engine=google&location=Canada&num=100
Google Knowledge Graph API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20,5,5,17,8,6,6,8,23,7,4,5,8,3,3,6,3,3,4,7,5,7,7,Loading...,q=Google Knowledge Graph API&engine=google&location=France&num=100
Google Knowledge Graph API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,19,5,5,17,8,6,6,8,7,7,4,5,4,3,3,3,3,3,6,7,5,7,7,Loading...,q=Google Knowledge Graph API&engine=google&location=United Kingdom&num=100
Google Knowledge Graph API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20,5,5,17,8,6,6,8,23,7,4,5,8,3,2,3,3,3,5,7,5,6,7,Loading...,q=Google Knowledge Graph API&engine=google&location=Germany&num=100
Google Local Pack API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Local Pack API&engine=google&location=United States&num=100
Google Local Pack API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Local Pack API&engine=google&location=Canada&num=100
Google Local Pack API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Local Pack API&engine=google&location=France&num=100
Google Local Pack API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Local Pack API&engine=google&location=United Kingdom&num=100
Google Local Pack API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Local Pack API&engine=google&location=Germany&num=100
Google Local Places Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,5,5,5,5,5,3,8,2,2,2,2,2,2,2,2,2,3,3,3,3,3,Loading...,q=Google Local Places Results API&engine=google&location=United States&num=100
Google Local Places Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,5,5,5,5,5,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,Loading...,q=Google Local Places Results API&engine=google&location=Canada&num=100
Google Local Places Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,5,5,5,6,5,5,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,Loading...,q=Google Local Places Results API&engine=google&location=France&num=100
Google Local Places Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,5,5,5,5,5,5,2,8,2,2,2,2,2,2,2,2,2,3,3,3,3,3,Loading...,q=Google Local Places Results API&engine=google&location=United Kingdom&num=100
Google Local Places Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,5,5,5,5,3,8,2,2,2,2,2,2,2,2,2,2,3,3,3,3,Loading...,q=Google Local Places Results API&engine=google&location=Germany&num=100
scrape google local results,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,10,19,26,21,28,4,3,2,2,1,1,1,2,6,1,1,2,1,3,1,1,1,q=scrape google local results&engine=google&location=United States&num=100
Baidu Organic Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,q=Baidu Organic Results API&engine=google&location=United States&num=100
Baidu Organic Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,Loading...,q=Baidu Organic Results API&engine=google&location=Canada&num=100
Baidu Organic Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,q=Baidu Organic Results API&engine=google&location=France&num=100
Baidu Organic Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,Loading...,q=Baidu Organic Results API&engine=google&location=United Kingdom&num=100
Baidu Organic Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,Loading...,q=Baidu Organic Results API&engine=google&location=Germany&num=100
Baidu Search Engine Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Search Engine Results API&engine=google&location=United States&num=100
Baidu Search Engine Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Search Engine Results API&engine=google&location=Canada&num=100
Baidu Search Engine Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Search Engine Results API&engine=google&location=France&num=100
Baidu Search Engine Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,q=Baidu Search Engine Results API&engine=google&location=United Kingdom&num=100
Baidu Search Engine Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,q=Baidu Search Engine Results API&engine=google&location=Germany&num=100
Google Scholar Cite API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Scholar Cite API&engine=google&location=United States&num=100
Google Scholar Cite API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Scholar Cite API&engine=google&location=Canada&num=100
Google Scholar Cite API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Scholar Cite API&engine=google&location=France&num=100
Google Scholar Cite API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,q=Google Scholar Cite API&engine=google&location=United Kingdom&num=100
Google Scholar Cite API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Scholar Cite API&engine=google&location=Germany&num=100
Google Scholar Organic Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Scholar Organic Results API&engine=google&location=United States&num=100
Google Scholar Organic Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Scholar Organic Results API&engine=google&location=Canada&num=100
Google Scholar Organic Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,q=Google Scholar Organic Results API&engine=google&location=France&num=100
Google Scholar Organic Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Scholar Organic Results API&engine=google&location=United Kingdom&num=100
Google Scholar Organic Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Scholar Organic Results API&engine=google&location=Germany&num=100
Google Search Engine Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5,5,3,3,4,3,4,2,2,1,1,1,2,1,2,2,2,2,2,2,2,3,q=Google Search Engine Results API&engine=google&location=United States&num=100
Google Search Engine Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,4,4,3,3,4,3,3,2,2,1,1,1,2,1,2,2,2,2,2,2,2,3,q=Google Search Engine Results API&engine=google&location=Canada&num=100
Google Search Engine Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,5,3,3,4,3,3,2,2,1,1,1,2,1,2,2,2,2,2,2,2,Loading...,q=Google Search Engine Results API&engine=google&location=France&num=100
Google Search Engine Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,5,3,3,4,3,3,2,2,1,1,1,2,1,2,2,2,2,2,2,2,Loading...,q=Google Search Engine Results API&engine=google&location=United Kingdom&num=100
Google Search Engine Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,4,3,3,4,3,3,2,2,1,1,1,2,1,2,2,2,2,2,2,2,Loading...,q=Google Search Engine Results API&engine=google&location=Germany&num=100
Google Top Carousel API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,24,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,Loading...,q=Google Top Carousel API&engine=google&location=United States&num=100
Google Top Carousel API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,15,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,Loading...,q=Google Top Carousel API&engine=google&location=Canada&num=100
Google Top Carousel API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,24,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,Loading...,q=Google Top Carousel API&engine=google&location=France&num=100
Google Top Carousel API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,24,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,Loading...,q=Google Top Carousel API&engine=google&location=United Kingdom&num=100
Google Top Carousel API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,24,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,Loading...,q=Google Top Carousel API&engine=google&location=Germany&num=100
Google Top Stories API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,13,13,16,16,16,17,18,7,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,q=Google Top Stories API&engine=google&location=United States&num=100
Google Top Stories API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,13,12,16,24,16,18,18,8,3,1,4,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Top Stories API&engine=google&location=Canada&num=100
Google Top Stories API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,14,10,16,16,16,17,18,7,3,1,4,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Top Stories API&engine=google&location=France&num=100
Google Top Stories API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,18,12,16,16,16,18,20,8,3,1,4,4,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Top Stories API&engine=google&location=United Kingdom&num=100
Google Top Stories API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,13,12,16,16,16,17,20,8,3,1,5,3,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Top Stories API&engine=google&location=Germany&num=100
Google Twitter Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,59,5,1,43,7,22,7,5,14,1,-,-,-,-,1,3,-,-,-,8,11,8,11,Loading...,q=Google Twitter Results API&engine=google&location=United States&num=100
Google Twitter Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,72,5,1,6,7,22,7,6,-,2,-,-,-,-,1,3,-,-,-,8,9,7,11,Loading...,q=Google Twitter Results API&engine=google&location=Canada&num=100
Google Twitter Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,60,5,1,6,7,22,7,5,14,2,-,-,-,-,1,2,-,-,-,8,9,8,15,Loading...,q=Google Twitter Results API&engine=google&location=France&num=100
Google Twitter Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,73,5,1,6,7,22,7,5,14,2,-,-,-,-,1,2,-,-,-,8,10,8,12,9,q=Google Twitter Results API&engine=google&location=United Kingdom&num=100
Google Twitter Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,72,5,1,6,7,22,7,6,14,2,-,-,-,-,1,2,-,-,8,8,9,7,11,Loading...,q=Google Twitter Results API&engine=google&location=Germany&num=100
Google Video Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,1,1,1,3,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,Loading...,q=Google Video Results API&engine=google&location=United States&num=100
Google Video Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,Loading...,q=Google Video Results API&engine=google&location=Canada&num=100
Google Video Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,1,1,1,3,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,1,q=Google Video Results API&engine=google&location=France&num=100
Google Video Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,Loading...,q=Google Video Results API&engine=google&location=United Kingdom&num=100
Google Video Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,1,1,1,1,1,1,2,2,2,3,2,2,1,1,1,1,1,1,2,Loading...,q=Google Video Results API&engine=google&location=Germany&num=100
Yahoo! Ad Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,1,1,4,1,1,4,1,1,1,3,3,3,1,2,1,2,2,-,3,27,6,1,Loading...,q=Yahoo! Ad Results API&engine=google&location=United States&num=100
Yahoo! Ad Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,1,4,1,1,4,1,1,1,3,3,2,1,2,1,2,2,3,3,26,6,1,Loading...,q=Yahoo! Ad Results API&engine=google&location=Canada&num=100
Yahoo! Ad Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,1,4,1,1,4,1,1,1,3,3,3,2,2,1,2,2,2,3,26,6,1,Loading...,q=Yahoo! Ad Results API&engine=google&location=France&num=100
Yahoo! Ad Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,1,4,1,1,4,1,1,1,3,2,2,1,2,1,2,2,2,3,26,6,1,8,q=Yahoo! Ad Results API&engine=google&location=United Kingdom&num=100
Yahoo! Ad Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,1,1,4,1,1,4,1,1,1,3,3,2,1,2,1,2,2,2,3,26,6,1,Loading...,q=Yahoo! Ad Results API&engine=google&location=Germany&num=100
